0,1,2
are there any flights from dallas fort worth to boston leaving before 10 am," ""O O O O O B-fromloc.city_name I-fromloc.city_name I-fromloc.city_name O B-toloc.city_name O B-depart_time.time_relative B-depart_time.time I-depart_time.time"""," ""flight"""
show me all the flights to baltimore after 6 o'clock pm," ""O O O O O O B-toloc.city_name B-depart_time.time_relative B-depart_time.time I-depart_time.time I-depart_time.time"""," ""flight"""
i need a return flight from philadelphia to boston," ""O O O O O O B-fromloc.city_name O B-toloc.city_name"""," ""flight"""
united airlines flights stopping in denver before noon," ""B-airline_name I-airline_name O O O B-stoploc.city_name B-depart_time.time_relative B-depart_time.time"""," ""flight"""
show me the car rentals in baltimore," ""O O O B-transport_type I-transport_type O B-city_name"""," ""ground_service"""
what flights go from newark to boston after 1024 in the morning," ""O O O O B-fromloc.city_name O B-toloc.city_name B-depart_time.time_relative B-depart_time.time O O B-depart_time.period_of_day"""," ""flight"""
shortest evening flight from tampa to cincinnati," ""B-flight_mod B-depart_time.period_of_day O O B-fromloc.city_name O B-toloc.city_name"""," ""flight"""
how much time does it take to go between the airport and downtown by ground transportation in dallas," ""O O O O O O O O O O O O O O O O O B-city_name"""," ""ground_service"""
flights from boston to pittsburgh," ""O O B-fromloc.city_name O B-toloc.city_name"""," ""flight"""
i 'd like to fly continental airlines between boston and philadelphia," ""O O O O O B-airline_name I-airline_name O B-fromloc.city_name O B-toloc.city_name"""," ""flight"""
i would like to book a flight on continental airlines from chicago to seattle on june first," ""O O O O O O O O B-airline_name I-airline_name O B-fromloc.city_name O B-toloc.city_name O B-depart_date.month_name B-depart_date.day_number"""," ""flight"""
all flights from pittsburgh to dallas round trip after 12 pm less than 100," ""O O O B-fromloc.city_name O B-toloc.city_name B-round_trip I-round_trip B-depart_time.time_relative B-depart_time.time I-depart_time.time B-cost_relative O B-fare_amount"""," ""flight"""
show me flights on sunday going from san francisco to boston nonstop first class leaving after 12 noon," ""O O O O B-depart_date.day_name O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name B-flight_stop B-class_type I-class_type O B-depart_time.time_relative B-depart_time.time I-depart_time.time"""," ""flight"""
from las vegas to phoenix," ""O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name"""," ""flight"""
show me flights from pittsburgh to atlanta on monday afternoon," ""O O O O B-fromloc.city_name O B-toloc.city_name O B-depart_date.day_name B-depart_time.period_of_day"""," ""flight"""
show me the flight with the smallest seating capacity which leaves pittsburgh and arrives in baltimore on june fourteenth," ""O O O O O O B-mod O O O O B-fromloc.city_name O O O B-toloc.city_name O B-arrive_date.month_name B-arrive_date.day_number"""," ""flight"""
show all flights from boston to denver on july thirty first," ""O O O O B-fromloc.city_name O B-toloc.city_name O B-depart_date.month_name B-depart_date.day_number I-depart_date.day_number"""," ""flight"""
are there any flights before 12 noon on june fifteenth from long beach to columbus," ""O O O O B-depart_time.time_relative B-depart_time.time I-depart_time.time O B-depart_date.month_name B-depart_date.day_number O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name"""," ""flight"""
list daily flights from boston to atlanta," ""O B-flight_days O O B-fromloc.city_name O B-toloc.city_name"""," ""flight"""
on a flight from san francisco to atlanta that leaves before 8 am is there such a flight," ""O O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name O O B-depart_time.time_relative B-depart_time.time I-depart_time.time O O O O O"""," ""flight"""
on united airlines give me the flight times from boston to dallas," ""O B-airline_name I-airline_name O O O B-flight_time I-flight_time O B-fromloc.city_name O B-toloc.city_name"""," ""flight_time"""
ground transportation minneapolis," ""O O B-city_name"""," ""ground_service"""
show me airline abbreviations," ""O O O O"""," ""airline"""
how many flights does delta have with a class of service code f," ""O O O O B-airline_name O O O O O O O B-fare_basis_code"""," ""quantity"""
please list all the arriving and departing flights from general mitchell international," ""O O O O O O O O O B-fromloc.airport_name I-fromloc.airport_name I-fromloc.airport_name"""," ""flight"""
i would like to see the flights from denver to philadelphia please," ""O O O O O O O O B-fromloc.city_name O B-toloc.city_name O"""," ""flight"""
does eastern airlines fly early in the morning between logan and bwi," ""O B-airline_name I-airline_name O B-depart_time.period_mod O O B-depart_time.period_of_day O B-fromloc.airport_name O B-toloc.airport_code"""," ""flight"""
what flights leave phoenix on american airlines," ""O O O B-fromloc.city_name O B-airline_name I-airline_name"""," ""flight"""
can you list all the airlines that have flights from boston to san francisco," ""O O O O O O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name"""," ""airline"""
flights from nashville to orlando daily," ""O O B-fromloc.city_name O B-toloc.city_name B-flight_days"""," ""flight"""
show me first class flights from pittsburgh to san francisco on friday," ""O O B-class_type I-class_type O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O B-depart_date.day_name"""," ""flight"""
i need the earliest flight from denver to boston that serves dinner," ""O O O B-flight_mod O O B-fromloc.city_name O B-toloc.city_name O O B-meal_description"""," ""flight"""
from toronto to atlanta in the afternoon," ""O B-fromloc.city_name O B-toloc.city_name O O B-depart_time.period_of_day"""," ""flight"""
please list the friday afternoon flights from san jose to dallas on american airlines," ""O O O B-depart_date.day_name B-depart_time.period_of_day O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name O B-airline_name I-airline_name"""," ""flight"""
is there ground transportation in boston from the airport," ""O O O O O B-city_name O O O"""," ""ground_service"""
show first flight from pittsburgh to atlanta on wednesday," ""O B-flight_mod O O B-fromloc.city_name O B-toloc.city_name O B-depart_date.day_name"""," ""flight"""
i 'm sorry i wanted to fly twa is there a flight between oakland and boston with a stopover in dallas fort worth on twa," ""O O O O O O O B-airline_code O O O O O B-fromloc.city_name O B-toloc.city_name O O O O B-stoploc.city_name I-stoploc.city_name I-stoploc.city_name O B-airline_code"""," ""flight"""
show me all flights from san francisco to la guardia nonstop," ""O O O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.airport_name I-toloc.airport_name B-flight_stop"""," ""flight"""
what flights are there from pittsburgh to los angeles," ""O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name"""," ""flight"""
what kind of ground transportation is there in washington dc," ""O O O O O O O O B-city_name B-state_code"""," ""ground_service"""
what is the least expensive flight available from dallas fort worth to san francisco," ""O O O B-cost_relative I-cost_relative O O O B-fromloc.city_name I-fromloc.city_name I-fromloc.city_name O B-toloc.city_name I-toloc.city_name"""," ""flight"""
what does the fare code f mean," ""O O O O O B-fare_basis_code O"""," ""abbreviation"""
what 's the most expensive way i can fly to washington," ""O O O B-cost_relative I-cost_relative O O O O O B-toloc.city_name"""," ""flight"""
what flights from houston to milwaukee on friday on american airlines," ""O O O B-fromloc.city_name O B-toloc.city_name O B-depart_date.day_name O B-airline_name I-airline_name"""," ""flight"""
what is the schedule of ground transportation from the airport in philadelphia into downtown," ""O O O B-flight_time O O O O O O O B-fromloc.city_name O O"""," ""ground_service"""
show me a list of flights from san francisco to boston for august thirtieth," ""O O O O O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name O B-depart_date.month_name B-depart_date.day_number"""," ""flight"""
show me the least expensive flight from miami to cleveland on sunday after noon," ""O O O B-cost_relative I-cost_relative O O B-fromloc.city_name O B-toloc.city_name O B-depart_date.day_name B-depart_time.time_relative B-depart_time.time"""," ""flight"""
how much does it cost to go from downtown to logan airport," ""O O O O O O O O O O B-toloc.airport_name I-toloc.airport_name"""," ""airfare"""
what flights are there from newark to tampa," ""O O O O O B-fromloc.city_name O B-toloc.city_name"""," ""flight"""
i want a flight from philadelphia to dallas that at least has one stop," ""O O O O O B-fromloc.city_name O B-toloc.city_name O O B-mod O B-flight_stop I-flight_stop"""," ""flight"""
show flights from denver to oakland arriving between 12 and 1 o'clock," ""O O O B-fromloc.city_name O B-toloc.city_name O O B-arrive_time.start_time O B-arrive_time.end_time I-arrive_time.end_time"""," ""flight"""
what is the fare from san francisco to dallas fort worth on delta flight 852," ""O O O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name I-toloc.city_name I-toloc.city_name O B-airline_name O B-flight_number"""," ""airfare"""
flights from newark new jersey to cleveland ohio," ""O O B-fromloc.city_name B-fromloc.state_name I-fromloc.state_name O B-toloc.city_name B-toloc.state_name"""," ""flight"""
give me flights from denver to baltimore," ""O O O O B-fromloc.city_name O B-toloc.city_name"""," ""flight"""
show the flights from denver to san francisco," ""O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name"""," ""flight"""
show me flights denver to washington dc on thursday," ""O O O B-fromloc.city_name O B-toloc.city_name B-toloc.state_code O B-depart_date.day_name"""," ""flight"""
please list the thursday morning flights from st. louis to st. paul," ""O O O B-depart_date.day_name B-depart_time.period_of_day O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name I-toloc.city_name"""," ""flight"""
what flight do you have from pittsburgh to san francisco on the morning of august twenty seventh," ""O O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O O B-depart_time.period_of_day O B-depart_date.month_name B-depart_date.day_number I-depart_date.day_number"""," ""flight"""
what are the flights from boston to atlanta," ""O O O O O B-fromloc.city_name O B-toloc.city_name"""," ""flight"""
what flights from baltimore to san francisco arrive before 8 pm in san francisco," ""O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O B-arrive_time.time_relative B-arrive_time.time I-arrive_time.time O B-toloc.city_name I-toloc.city_name"""," ""flight"""
show me the flights from pittsburgh to san francisco for thursday night or friday," ""O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O B-depart_date.day_name B-depart_time.period_of_day B-or B-depart_date.day_name"""," ""flight"""
get me a first class flight on american to san francisco on tuesday next week," ""O O O B-class_type I-class_type O O B-airline_name O B-toloc.city_name I-toloc.city_name O B-depart_date.day_name B-depart_date.date_relative O"""," ""flight"""
ground transportation in westchester county," ""O O O B-city_name I-city_name"""," ""ground_service"""
what flights are there from atlanta to baltimore," ""O O O O O B-fromloc.city_name O B-toloc.city_name"""," ""flight"""
i 'd like to fly from dallas to san francisco at approximately 615 pm," ""O O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O B-depart_time.time_relative B-depart_time.time I-depart_time.time"""," ""flight"""
list the fares of us air flights from boston to philadelphia," ""O O O O B-airline_name I-airline_name O O B-fromloc.city_name O B-toloc.city_name"""," ""airfare"""
list flights from phoenix to detroit on thursday june twenty fourth," ""O O O B-fromloc.city_name O B-toloc.city_name O B-depart_date.day_name B-depart_date.month_name B-depart_date.day_number I-depart_date.day_number"""," ""flight"""
what flights from miami to indianapolis on sunday," ""O O O B-fromloc.city_name O B-toloc.city_name O B-depart_date.day_name"""," ""flight"""
